step_idx,timestamp_s,episode_id,episode_name,event_class,observed_pa,expected_pa,residual_pa,drift_pa,slew_pa,token,r_norm,delta_norm,sigma_norm
1592,11400,5,severe_slug_b,3,2052302,2289632,-237329.00,-134098.2000,-1060.6000,Nominal,-0.474658,-0.670491,-0.000530
1593,11460,5,severe_slug_b,3,1952984,2289632,-336647.50,-170980.7500,-1655.3083,Nominal,-0.673295,-0.854904,-0.000828
1594,11520,5,severe_slug_b,3,1990825,2289632,-298806.50,-198139.8500,630.6833,BoundaryGrazing,-0.597613,-0.990699,0.000315
1595,11580,5,severe_slug_b,3,2115750,2276336,-160586.50,-198658.7500,2303.6667,BoundaryGrazing,-0.321173,-0.993294,0.001152
1596,11640,5,severe_slug_b,3,2049840,2267529,-217688.75,-206762.8750,-951.7042,DriftAccum,-0.435377,-1.033814,-0.000476
1597,11700,5,severe_slug_b,3,1939386,2266033,-326647.25,-237429.5000,-1815.9750,DriftAccum,-0.653295,-1.187148,-0.000908
1598,11760,5,severe_slug_b,3,1953060,2253552,-300492.00,-256545.0000,435.9208,DriftAccum,-0.600984,-1.282725,0.000218
1599,11820,5,severe_slug_b,3,2065598,2233060,-167461.50,-248959.7500,2217.1750,DriftAccum,-0.334923,-1.244799,0.001109
1600,11880,5,severe_slug_b,3,2118780,2200863,-82083.25,-230143.5250,1422.9708,DriftAccum,-0.164166,-1.150718,0.000711
1601,11940,5,severe_slug_b,3,2005598,2166639,-161041.25,-228878.3500,-1315.9667,DriftAccum,-0.322082,-1.144392,-0.000658
1602,12000,5,severe_slug_b,3,1909121,2143609,-234488.00,-228594.2500,-1224.1125,DriftAccum,-0.468976,-1.142971,-0.000612
1603,12060,5,severe_slug_b,3,1979462,2126507,-147045.25,-209634.0250,1457.3792,DriftAccum,-0.294090,-1.048170,0.000729
1604,12120,5,severe_slug_b,3,2024575,2117359,-92784.00,-189031.7750,904.3542,BoundaryGrazing,-0.185568,-0.945159,0.000452
1605,12180,5,severe_slug_b,3,1982113,2115844,-133731.00,-186346.2250,-682.4500,BoundaryGrazing,-0.267462,-0.931731,-0.000341
1606,12240,5,severe_slug_b,3,1944082,2090674,-146591.25,-179236.4750,-214.3375,Recovery,-0.293183,-0.896182,-0.000107
1607,12300,5,severe_slug_b,3,2037189,2058950,-21761.25,-148747.8750,2080.5000,Nominal,-0.043522,-0.743739,0.001040
1608,12360,5,severe_slug_b,3,2168325,2058950,109374.75,-107761.2000,2185.6000,Nominal,0.218750,-0.538806,0.001093
1609,12420,5,severe_slug_b,3,2087946,2058950,28996.25,-88115.4250,-1339.6417,Nominal,0.057993,-0.440577,-0.000670
1610,12480,5,severe_slug_b,3,2065636,2058950,6685.25,-79238.5750,-371.8500,Nominal,0.013371,-0.396193,-0.000186
1611,12540,5,severe_slug_b,3,2204044,2058950,145094.25,-48625.0250,2306.8167,Nominal,0.290189,-0.243125,0.001153
1612,12600,5,severe_slug_b,3,2229650,2058950,170700.25,-8106.2000,426.7667,Nominal,0.341400,-0.040531,0.000213
1613,12660,5,severe_slug_b,3,2170295,2058950,111344.75,17732.8000,-989.2583,Nominal,0.222690,0.088664,-0.000495
1614,12720,5,severe_slug_b,3,2195825,2058950,136874.75,40698.6750,425.5000,Nominal,0.273749,0.203493,0.000213
1615,12780,5,severe_slug_b,3,2293742,2058950,234791.25,77550.9000,1631.9417,Nominal,0.469583,0.387754,0.000816
1616,12840,5,severe_slug_b,3,2299574,2058950,240624.25,116272.4500,97.2167,Nominal,0.481249,0.581362,0.000049
1617,12900,5,severe_slug_b,3,2264310,2058950,205359.25,138984.5000,-587.7500,Nominal,0.410718,0.694922,-0.000294
1618,12960,5,severe_slug_b,3,2314006,2058950,255056.25,153552.6500,828.2833,Nominal,0.510112,0.767763,0.000414
1619,13020,5,severe_slug_b,3,2428552,2065617,362935.25,186946.5500,1797.9833,BoundaryGrazing,0.725870,0.934733,0.000899
1620,13080,5,severe_slug_b,3,2360900,2076791,284109.50,214688.9750,-1313.7625,DriftAccum,0.568219,1.073445,-0.000657
1621,13140,5,severe_slug_b,3,2340938,2076791,264147.50,226594.3000,-332.7000,DriftAccum,0.528295,1.132972,-0.000166
1622,13200,5,severe_slug_b,3,2547226,2101848,445378.00,254062.0750,3020.5083,DriftAccum,0.890756,1.270310,0.001510
1623,13260,5,severe_slug_b,3,2452112,2117264,334848.00,276412.4000,-1842.1667,DriftAccum,0.669696,1.382062,-0.000921
1624,13320,5,severe_slug_b,3,2349006,2143552,205454.25,283270.3500,-2156.5625,DriftAccum,0.410909,1.416352,-0.001078
1625,13380,5,severe_slug_b,3,2454650,2169310,285340.50,288325.2750,1331.4375,DriftAccum,0.570681,1.441626,0.000666
1626,13440,5,severe_slug_b,3,2488324,2183060,305264.50,294789.3000,332.0667,DriftAccum,0.610529,1.473947,0.000166
1627,13500,5,severe_slug_b,3,2323060,2199935,123124.75,286565.8500,-3035.6625,DriftAccum,0.246250,1.432829,-0.001518
1628,13560,5,severe_slug_b,3,2310181,2216848,93333.50,270393.5750,-496.5208,DriftAccum,0.186667,1.351968,-0.000248
1629,13620,5,severe_slug_b,3,2414916,2246980,167935.50,250893.6000,1243.3667,DriftAccum,0.335871,1.254468,0.000622
1630,13680,5,severe_slug_b,3,2360408,2279026,81382.50,230620.9000,-1442.5500,DriftAccum,0.162765,1.153104,-0.000721
1631,13740,5,severe_slug_b,3,2203590,2279026,-75435.50,196662.6000,-2613.6333,BoundaryGrazing,-0.150871,0.983313,-0.001307
1632,13800,5,severe_slug_b,3,2215408,2279026,-63617.00,145763.1000,196.9750,Recovery,-0.127234,0.728816,0.000098
1633,13860,5,severe_slug_b,3,2298893,2296317,2575.75,112535.8750,1103.2125,Nominal,0.005151,0.562679,0.000552
1634,13920,5,severe_slug_b,3,2280143,2296317,-16174.25,90373.0250,-312.5000,Nominal,-0.032349,0.451865,-0.000156
1635,13980,5,severe_slug_b,3,2168325,2296317,-127992.25,49039.7500,-1863.6333,Nominal,-0.255985,0.245199,-0.000932
1636,14040,5,severe_slug_b,3,2145598,2296317,-150719.25,3441.3750,-378.7833,Nominal,-0.301438,0.017207,-0.000189
1637,14100,5,severe_slug_b,3,2143514,2296317,-152802.75,-24151.3750,-34.7250,Nominal,-0.305605,-0.120757,-0.000017
1638,14160,5,severe_slug_b,3,2104992,2296317,-191325.75,-52617.3000,-642.0500,Nominal,-0.382651,-0.263087,-0.000321
1639,14220,5,severe_slug_b,3,2012340,2296317,-283976.75,-97808.5250,-1544.1833,Nominal,-0.567954,-0.489043,-0.000772
1640,14280,5,severe_slug_b,3,2078855,2296317,-217462.25,-127693.0000,1108.5750,Nominal,-0.434924,-0.638465,0.000554
1641,14340,5,severe_slug_b,3,2063704,2296317,-232613.25,-143410.7750,-252.5167,Nominal,-0.465226,-0.717054,-0.000126
1642,14400,5,severe_slug_b,3,2035219,2296317,-261098.25,-163158.9000,-474.7500,Nominal,-0.522196,-0.815794,-0.000237
1643,14460,5,severe_slug_b,3,1961356,2296317,-334961.75,-196912.6500,-1231.0583,BoundaryGrazing,-0.669924,-0.984563,-0.000616
1644,14520,5,severe_slug_b,3,1950901,2296317,-345416.25,-229836.8500,-174.2417,DriftAccum,-0.690832,-1.149184,-0.000087
1645,14580,5,severe_slug_b,3,1936924,2289518,-352594.00,-252297.0250,-119.6292,DriftAccum,-0.705188,-1.261485,-0.000060
1646,14640,5,severe_slug_b,3,1968552,2272226,-303673.75,-267592.4750,815.3375,DriftAccum,-0.607348,-1.337962,0.000408
1647,14700,5,severe_slug_b,3,1923250,2247776,-324526.25,-284764.8250,-347.5417,DriftAccum,-0.649053,-1.423824,-0.000174
1648,14760,5,severe_slug_b,3,1903325,2209499,-306174.25,-296249.6750,305.8667,DriftAccum,-0.612348,-1.481248,0.000153
1649,14820,5,severe_slug_b,3,1916128,2185958,-269829.00,-294834.9000,605.7542,DriftAccum,-0.539658,-1.474175,0.000303
1650,14880,5,severe_slug_b,3,1918969,2156962,-237992.50,-296887.9250,530.6083,DriftAccum,-0.475985,-1.484440,0.000265
1651,14940,5,severe_slug_b,3,1853136,2144556,-291420.75,-302768.6750,-890.4708,DriftAccum,-0.582842,-1.513843,-0.000445
1652,15000,5,severe_slug_b,3,1825295,2124253,-298958.00,-306554.6500,-125.6208,DriftAccum,-0.597916,-1.532773,-0.000063
1653,15060,5,severe_slug_b,3,1898174,2091923,-193749.75,-292433.4500,1753.4708,DriftAccum,-0.387499,-1.462167,0.000877
1654,15120,5,severe_slug_b,3,1907568,2071280,-163711.50,-274262.9750,500.6375,DriftAccum,-0.327423,-1.371315,0.000250
1655,15180,5,severe_slug_b,3,1935484,2049462,-113977.50,-250401.3250,828.9000,DriftAccum,-0.227955,-1.252007,0.000414
1656,15240,5,severe_slug_b,3,1990826,2023780,-32954.25,-223329.3750,1350.3875,DriftAccum,-0.065908,-1.116647,0.000675
1657,15300,5,severe_slug_b,3,1896356,2001583,-105227.50,-201399.5000,-1204.5542,DriftAccum,-0.210455,-1.006997,-0.000602
1658,15360,5,severe_slug_b,3,1896924,1979689,-82765.50,-179058.6250,374.3667,Recovery,-0.165531,-0.895293,0.000187
1659,15420,5,severe_slug_b,3,2027075,1979689,47386.00,-147337.1250,2169.1917,Nominal,0.094772,-0.736686,0.001085
1660,15480,5,severe_slug_b,3,2092530,1979689,112841.00,-112253.7750,1090.9167,Nominal,0.225682,-0.561269,0.000545
1661,15540,5,severe_slug_b,3,1999916,1979689,20227.00,-81089.0000,-1543.5667,Nominal,0.040454,-0.405445,-0.000772
1662,15600,5,severe_slug_b,3,2087643,1979689,107954.00,-40397.8000,1462.1167,Nominal,0.215908,-0.201989,0.000731
1663,15660,5,severe_slug_b,3,2219158,1979689,239469.50,2924.1250,2191.9250,Nominal,0.478939,0.014621,0.001096
1664,15720,5,severe_slug_b,3,2121280,1979689,141590.50,33454.3250,-1631.3167,Nominal,0.283181,0.167272,-0.000816
1665,15780,5,severe_slug_b,3,2174992,1979689,195302.50,64382.3250,895.2000,Nominal,0.390605,0.321912,0.000448
1666,15840,5,severe_slug_b,3,2290484,1979689,310795.00,98757.2500,1924.8750,Nominal,0.621590,0.493786,0.000962
1667,15900,5,severe_slug_b,3,2348249,1979689,368560.00,146136.0000,962.7500,Nominal,0.737120,0.730680,0.000481
1668,15960,5,severe_slug_b,3,2362832,1979689,383143.00,192726.8500,243.0500,BoundaryGrazing,0.766286,0.963634,0.000122
1669,16020,5,severe_slug_b,3,2386544,1979689,406855.50,228673.8000,395.2083,DriftAccum,0.813711,1.143369,0.000198
1670,16080,5,severe_slug_b,3,2330749,1979689,351060.00,252495.7000,-929.9250,DriftAccum,0.702120,1.262479,-0.000465
1671,16140,5,severe_slug_b,3,2374310,1979689,394620.50,289935.0500,726.0083,DriftAccum,0.789241,1.449675,0.000363
1672,16200,5,severe_slug_b,3,2434234,1979689,454545.00,324594.1500,998.7417,DriftAccum,0.909090,1.622971,0.000499
1673,16260,5,severe_slug_b,3,2504348,1995371,508976.75,351544.8750,907.1958,EnvViolation,1.017953,1.757724,0.000454
1674,16320,5,severe_slug_b,3,2474424,2013496,460928.00,383478.6250,-800.8125,DriftAccum,0.921856,1.917393,-0.000400
1675,16380,5,severe_slug_b,3,2395408,2057359,338049.00,397753.2750,-2047.9833,DriftAccum,0.676098,1.988766,-0.001024
1676,16440,5,severe_slug_b,3,2429574,2090086,339488.00,400622.5750,23.9833,DriftAccum,0.678976,2.003113,0.000012
1677,16500,5,severe_slug_b,3,2523892,2106905,416987.75,405465.3500,1291.6625,DriftAccum,0.833975,2.027327,0.000646
1678,16560,5,severe_slug_b,3,2462567,2148136,314431.50,398594.2000,-1709.2708,DriftAccum,0.628863,1.992971,-0.000855
1679,16620,5,severe_slug_b,3,2310825,2197075,113750.00,369283.6500,-3344.6917,DriftAccum,0.227500,1.846418,-0.001672
1680,16680,5,severe_slug_b,3,2366469,2254821,111647.75,345342.4250,-35.0375,DriftAccum,0.223296,1.726712,-0.000018
1681,16740,5,severe_slug_b,3,2334575,2300654,33920.50,309272.4250,-1295.4542,DriftAccum,0.067841,1.546362,-0.000648
1682,16800,5,severe_slug_b,3,2212870,2300654,-87784.00,255039.5250,-2028.4083,DriftAccum,-0.175568,1.275198,-0.001014
1683,16860,5,severe_slug_b,3,2185598,2300654,-115057.00,192636.1500,-454.5500,BoundaryGrazing,-0.230114,0.963181,-0.000227
1684,16920,5,severe_slug_b,3,2306544,2308685,-2140.25,146329.3250,1881.9458,Recovery,-0.004280,0.731647,0.000941
1685,16980,5,severe_slug_b,3,2216696,2308685,-91988.25,103325.6000,-1497.4667,Nominal,-0.183976,0.516628,-0.000749
1686,17040,5,severe_slug_b,3,2145522,2308685,-163162.75,53060.5250,-1186.2417,Nominal,-0.326325,0.265303,-0.000593
1687,17100,5,severe_slug_b,3,2147378,2308685,-161306.75,-4768.9250,30.9333,Nominal,-0.322613,-0.023845,0.000015
1688,17160,5,severe_slug_b,3,2169992,2308685,-138693.25,-50081.4000,376.8917,Nominal,-0.277386,-0.250407,0.000188
1689,17220,5,severe_slug_b,3,2160446,2308685,-148238.75,-76280.2750,-159.0917,Nominal,-0.296478,-0.381401,-0.000080
1690,17280,5,severe_slug_b,3,2011204,2308685,-297480.75,-117193.1250,-2487.3667,Nominal,-0.594962,-0.585966,-0.001244
1691,17340,5,severe_slug_b,3,2014840,2308685,-293844.25,-149969.6000,60.6083,Nominal,-0.587688,-0.749848,0.000030
1692,17400,5,severe_slug_b,3,1978136,2308685,-330548.75,-174246.0750,-611.7417,Nominal,-0.661098,-0.871230,-0.000306
1693,17460,5,severe_slug_b,3,2014537,2308685,-294147.75,-192155.1500,606.6833,BoundaryGrazing,-0.588295,-0.960776,0.000303
1694,17520,5,severe_slug_b,3,1946090,2308685,-362594.25,-228200.5500,-1140.7750,DriftAccum,-0.725189,-1.141003,-0.000570
1695,17580,5,severe_slug_b,3,1893287,2308685,-415397.75,-260541.5000,-880.0583,DriftAccum,-0.830796,-1.302707,-0.000440
1696,17640,5,severe_slug_b,3,1886356,2308685,-422328.75,-286458.1000,-115.5167,DriftAccum,-0.844657,-1.432290,-0.000058
1697,17700,5,severe_slug_b,3,1981431,2261620,-280189.50,-298346.3750,2368.9875,DriftAccum,-0.560379,-1.491732,0.001184
1698,17760,5,severe_slug_b,3,1915598,2214784,-299185.50,-314395.6000,-316.6000,DriftAccum,-0.598371,-1.571978,-0.000158
1699,17820,5,severe_slug_b,3,1804916,2199234,-394317.50,-339003.4750,-1585.5333,DriftAccum,-0.788635,-1.695017,-0.000793
1700,17880,5,severe_slug_b,3,1805484,2177794,-372310.00,-346486.4000,366.7917,DriftAccum,-0.744620,-1.732432,0.000183
1701,17940,5,severe_slug_b,3,1849689,2165219,-315529.75,-348654.9500,946.3375,DriftAccum,-0.631059,-1.743275,0.000473
1702,18000,5,severe_slug_b,3,1877644,2153912,-276268.50,-343226.9250,654.3542,DriftAccum,-0.552537,-1.716135,0.000327
1703,18060,5,severe_slug_b,3,1874992,2146450,-271458.00,-340957.9500,80.1750,DriftAccum,-0.542916,-1.704790,0.000040
1704,18120,5,severe_slug_b,3,1769310,2080181,-310871.25,-335785.6500,-656.8875,DriftAccum,-0.621742,-1.678928,-0.000328
1705,18180,5,severe_slug_b,3,1785825,2014689,-228863.75,-317132.2500,1366.7917,DriftAccum,-0.457728,-1.585661,0.000683
1706,18240,5,severe_slug_b,3,1869954,2012870,-142916.50,-289191.0250,1432.4542,DriftAccum,-0.285833,-1.445955,0.000716
1707,18300,5,severe_slug_b,3,1936242,1996318,-60075.50,-267179.6250,1380.6833,DriftAccum,-0.120151,-1.335898,0.000690
1708,18360,5,severe_slug_b,3,1882416,1979784,-97367.50,-246997.8250,-621.5333,DriftAccum,-0.194735,-1.234989,-0.000311
1709,18420,5,severe_slug_b,3,1924083,1962113,-38030.25,-211369.1000,988.9542,DriftAccum,-0.076061,-1.056846,0.000494
1710,18480,5,severe_slug_b,3,2074386,1962113,112272.25,-162910.8750,2505.0417,Recovery,0.224545,-0.814554,0.001253
1711,18540,5,severe_slug_b,3,2055825,1962113,93711.75,-121986.7250,-309.3417,Nominal,0.187423,-0.609934,-0.000155
1712,18600,5,severe_slug_b,3,2028742,1962113,66628.25,-87697.0500,-451.3917,Nominal,0.133256,-0.438485,-0.000226
1713,18660,5,severe_slug_b,3,2030900,1962113,68787.25,-53672.5250,35.9833,Nominal,0.137574,-0.268363,0.000018
1714,18720,5,severe_slug_b,3,2093325,1962113,131211.75,-9464.2250,1040.4083,Nominal,0.262423,-0.047321,0.000520
1715,18780,5,severe_slug_b,3,2209386,1962113,247272.25,38149.3750,1934.3417,Nominal,0.494544,0.190747,0.000967
1716,18840,5,severe_slug_b,3,2223211,1962113,261097.75,78550.8000,230.4250,Nominal,0.522196,0.392754,0.000115
1717,18900,5,severe_slug_b,3,2267908,1962113,305795.25,115137.8750,744.9583,Nominal,0.611591,0.575689,0.000372
1718,18960,5,severe_slug_b,3,2305522,1962113,343408.75,159215.5000,626.8917,Nominal,0.686817,0.796077,0.000313
1719,19020,5,severe_slug_b,3,2292530,1962113,330416.25,196060.1500,-216.5417,BoundaryGrazing,0.660833,0.980301,-0.000108
1720,19080,5,severe_slug_b,3,2320370,1962113,358256.75,220658.6000,464.0083,DriftAccum,0.716514,1.103293,0.000232
1721,19140,5,severe_slug_b,3,2459991,1962113,497877.75,261075.2000,2327.0167,DriftAccum,0.995756,1.305376,0.001164
1722,19200,5,severe_slug_b,3,2457226,1963761,493465.25,303758.9000,-73.5417,DriftAccum,0.986931,1.518795,-0.000037
1723,19260,5,severe_slug_b,3,2391734,1963761,427973.25,339677.5000,-1091.5333,DriftAccum,0.855947,1.698387,-0.000546
1724,19320,5,severe_slug_b,3,2342643,2005086,337556.75,360312.0000,-1506.9417,DriftAccum,0.675114,1.801560,-0.000753
1725,19380,5,severe_slug_b,3,2458742,2029821,428920.50,378476.8250,1522.7292,DriftAccum,0.857841,1.892384,0.000761
1726,19440,5,severe_slug_b,3,2494574,2043363,451211.75,397488.2250,371.5208,DriftAccum,0.902424,1.987441,0.000186
1727,19500,5,severe_slug_b,3,2436961,2065105,371855.75,404094.2750,-1322.6000,DriftAccum,0.743711,2.020471,-0.000661
1728,19560,5,severe_slug_b,3,2459158,2083855,375302.75,407283.6750,57.4500,DriftAccum,0.750606,2.036418,0.000029
1729,19620,5,severe_slug_b,3,2382302,2151355,230947.25,397336.7750,-2405.9250,DriftAccum,0.461894,1.986684,-0.001203
1730,19680,5,severe_slug_b,3,2338855,2216298,122556.75,373766.7750,-1806.5083,DriftAccum,0.245114,1.868834,-0.000903
1731,19740,5,severe_slug_b,3,2376279,2245560,130719.25,337050.9250,136.0417,DriftAccum,0.261439,1.685255,0.000068
1732,19800,5,severe_slug_b,3,2470825,2280219,190606.00,306765.0000,998.1125,DriftAccum,0.381212,1.533825,0.000499
1733,19860,5,severe_slug_b,3,2315863,2299026,16837.25,265651.4000,-2896.1458,DriftAccum,0.033675,1.328257,-0.001448
1734,19920,5,severe_slug_b,3,2164385,2299026,-134640.75,218431.6500,-2524.6333,DriftAccum,-0.269282,1.092158,-0.001262
1735,19980,5,severe_slug_b,3,2218288,2299026,-80738.25,167465.7750,898.3750,Recovery,-0.161476,0.837329,0.000449
1736,20040,5,severe_slug_b,3,2291242,2299026,-7784.25,121566.1750,1215.9000,Nominal,-0.015569,0.607831,0.000608
1737,20100,5,severe_slug_b,3,2250218,2299026,-48807.25,79499.8750,-683.7167,Nominal,-0.097615,0.397499,-0.000342
1738,20160,5,severe_slug_b,3,2174764,2299026,-124261.75,29543.4250,-1257.5750,Nominal,-0.248524,0.147717,-0.000629
1739,20220,5,severe_slug_b,3,2160901,2299026,-138124.75,-7363.7750,-231.0500,Nominal,-0.276249,-0.036819,-0.000116
1740,20280,5,severe_slug_b,3,2068931,2299026,-230094.75,-42628.9250,-1532.8333,Nominal,-0.460189,-0.213145,-0.000766
1741,20340,5,severe_slug_b,3,2021280,2299026,-277746.25,-83475.4750,-794.1917,Nominal,-0.555492,-0.417377,-0.000397
1742,20400,5,severe_slug_b,3,2114840,2299026,-184185.75,-120954.6500,1559.3417,Nominal,-0.368372,-0.604773,0.000780
1743,20460,5,severe_slug_b,3,2061280,2299026,-237746.25,-146413.0000,-892.6750,Nominal,-0.475492,-0.732065,-0.000446
1744,20520,5,severe_slug_b,3,2073174,2299026,-225852.25,-155534.1500,198.2333,Nominal,-0.451705,-0.777671,0.000099
1745,20580,5,severe_slug_b,3,1947530,2299026,-351495.75,-182609.9000,-2094.0583,BoundaryGrazing,-0.702991,-0.913049,-0.001047
1746,20640,5,severe_slug_b,3,1944840,2299026,-354185.25,-217250.0000,-44.8250,DriftAccum,-0.708371,-1.086250,-0.000022
1747,20700,5,severe_slug_b,3,1893742,2299026,-405283.75,-252897.6500,-851.6417,DriftAccum,-0.810567,-1.264488,-0.000426
1748,20760,5,severe_slug_b,3,1871280,2291886,-420606.00,-282532.0750,-255.3708,DriftAccum,-0.841212,-1.412660,-0.000128
1749,20820,5,severe_slug_b,3,1814992,2270730,-455738.00,-314293.4000,-585.5333,DriftAccum,-0.911476,-1.571467,-0.000293
1750,20880,5,severe_slug_b,3,1806696,2234253,-427556.50,-334039.5750,469.6917,DriftAccum,-0.855113,-1.670198,0.000235
1751,20940,5,severe_slug_b,3,1829083,2196526,-367442.75,-343009.2250,1001.8958,DriftAccum,-0.734885,-1.715046,0.000501
1752,21000,5,severe_slug_b,3,1865333,2169574,-304241.50,-355014.8000,1053.3542,DriftAccum,-0.608483,-1.775074,0.000527
1753,21060,5,severe_slug_b,3,1815864,2162643,-346779.50,-365918.1250,-708.9667,DriftAccum,-0.693559,-1.829591,-0.000354
1754,21120,5,severe_slug_b,3,1788780,2137870,-349090.50,-378241.9500,-38.5167,DriftAccum,-0.698181,-1.891210,-0.000019
1755,21180,5,severe_slug_b,3,1761318,2094007,-332689.25,-376361.3000,273.3542,DriftAccum,-0.665378,-1.881806,0.000137
1756,21240,5,severe_slug_b,3,1762606,2071052,-308446.25,-371787.4000,404.0500,DriftAccum,-0.616892,-1.858937,0.000202
1757,21300,5,severe_slug_b,3,1857076,2065105,-208029.75,-352062.0000,1673.6083,DriftAccum,-0.416060,-1.760310,0.000837
1758,21360,5,severe_slug_b,3,1889992,2041280,-151287.50,-325130.1500,945.7042,DriftAccum,-0.302575,-1.625651,0.000473
1759,0,6,flow_instab_a,0,6238048,6238048,0.00,-279556.3500,151287.5000,DriftAccum,0.000000,-1.397782,0.075644
1760,60,6,flow_instab_a,0,6237654,6237851,-196.75,-236820.3750,-3.2792,DriftAccum,-0.000394,-1.184102,-0.000002
1761,120,6,flow_instab_a,0,6256322,6238048,18274.00,-198248.7000,307.8458,BoundaryGrazing,0.036548,-0.991244,0.000154
1762,180,6,flow_instab_a,0,6222646,6237851,-15205.75,-169345.1250,-557.9958,Recovery,-0.030412,-0.846726,-0.000279
1763,240,6,flow_instab_a,0,6242154,6238048,4106.00,-134256.5750,321.8625,Nominal,0.008212,-0.671283,0.000161
1764,300,6,flow_instab_a,0,6251982,6240101,11881.00,-98159.4250,129.5833,Nominal,0.023762,-0.490797,0.000065
1765,360,6,flow_instab_a,0,6246589,6242154,4435.00,-64447.0000,-124.1000,Nominal,0.008870,-0.322235,-0.000062
1766,420,6,flow_instab_a,0,6230483,6240101,-9618.00,-34564.1750,-234.2167,Nominal,-0.019236,-0.172821,-0.000117
1767,480,6,flow_instab_a,0,6246986,6242154,4831.50,-13278.0500,240.8250,Nominal,0.009663,-0.066390,0.000120
1768,540,6,flow_instab_a,0,6259664,6244372,15293.00,3380.0000,174.3583,Nominal,0.030586,0.016900,0.000087
1769,600,6,flow_instab_a,0,6210908,6242154,-31246.00,255.4000,-775.6500,Nominal,-0.062492,0.001277,-0.000388
1770,660,6,flow_instab_a,0,6184958,6240101,-55143.00,-5239.2250,-398.2833,Nominal,-0.110286,-0.026196,-0.000199
1771,720,6,flow_instab_a,0,6185317,6238048,-52731.00,-12339.7250,40.2000,Nominal,-0.105462,-0.061699,0.000020
1772,780,6,flow_instab_a,0,6216022,6237851,-21829.25,-13002.0750,515.0292,Nominal,-0.043659,-0.065010,0.000258
1773,840,6,flow_instab_a,0,6232158,6237654,-5497.00,-13962.3750,272.2042,Nominal,-0.010994,-0.069812,0.000136
1774,900,6,flow_instab_a,0,6224066,6234906,-10840.50,-16234.5250,-89.0583,Nominal,-0.021681,-0.081173,-0.000045
